user_id,lessonTest1_score,lessonWebinar2_visit,lesson3_visit,lesson3_progress,lesson4_visit,lesson4_progress,lesson5_visit,lesson5_progress,lesson6_visit,lesson6_progress,lesson7_visit,lesson7_progress,lessonTest8_score,lessonWebinar9_visit,lesson10_visit,lesson10_progress,lesson11_visit,lesson11_progress,lesson12_visit,lesson12_progress,lessonWebinar13_visit,lessonTest14_score
74,32,0,0,52,1,47,1,30,0,66,0,41,33,1,1,34,1,32,1,51,0,31
75,36,0,0,32,1,49,1,49,0,69,0,58,49,0,1,38,0,38,1,41,0,38
76,47,1,1,32,1,67,0,40,0,51,1,66,58,0,1,33,0,51,0,69,1,57
80,67,1,0,59,0,63,1,66,1,60,0,47,39,0,1,69,0,40,1,51,1,42
87,69,0,0,38,0,68,0,49,0,54,0,51,36,0,1,55,1,31,0,52,1,55
89,30,1,1,50,1,61,0,45,1,38,0,30,39,0,0,60,1,58,0,39,0,59
91,36,0,0,65,0,59,0,67,1,41,1,60,32,1,0,66,1,41,1,59,1,41
93,33,1,1,42,0,66,0,49,0,60,0,32,54,0,0,45,1,55,0,31,1,44
94,39,1,1,50,0,39,0,69,1,56,1,60,30,1,0,63,0,66,1,59,0,47
100,50,1,1,34,1,68,1,39,0,62,0,35,42,0,1,59,0,61,0,66,0,36
101,43,1,1,57,0,69,0,30,0,42,0,44,46,0,1,55,1,61,1,53,0,54
103,66,1,1,30,1,47,1,61,0,60,1,44,35,0,1,45,1,64,1,36,0,56
107,66,0,0,32,1,30,1,33,1,50,1,66,31,1,1,51,1,39,0,39,0,66
113,64,1,1,34,1,56,1,45,1,61,0,66,35,1,0,66,0,55,0,43,0,54
117,38,0,0,63,1,65,1,48,0,62,0,44,32,1,1,37,0,65,0,57,0,30
118,63,0,0,56,0,62,0,57,0,43,1,42,53,1,1,51,0,35,1,32,0,47
119,44,1,0,65,0,34,0,33,1,43,0,30,33,1,0,35,0,34,0,55,0,63
126,67,1,1,41,0,52,0,42,0,57,0,56,59,1,1,31,0,63,0,58,0,36
128,63,1,1,36,0,63,1,52,1,69,0,61,58,1,0,46,1,54,1,30,0,32
133,57,1,1,38,0,67,0,36,0,50,0,40,53,1,1,67,1,53,1,50,1,56
136,46,1,0,36,0,39,1,42,1,64,0,30,52,0,0,65,0,57,1,36,1,38
137,63,0,0,56,0,48,1,40,1,41,1,31,55,0,0,67,0,59,0,41,0,62
138,37,0,0,69,0,54,0,35,0,48,0,54,45,0,1,54,1,32,1,48,0,32
142,68,1,1,66,0,64,1,56,1,41,1,49,55,0,1,43,1,44,0,61,0,56
151,46,1,1,62,1,41,0,55,1,30,0,37,34,1,0,50,0,60,0,47,0,66
