user_id,lessonTest1_score,lessonWebinar2_visit,lesson3_visit,lesson3_progress,lesson4_visit,lesson4_progress,lesson5_visit,lesson5_progress,lesson6_visit,lesson6_progress,lesson7_visit,lesson7_progress,lessonTest8_score,lessonWebinar9_visit,lesson10_visit,lesson10_progress,lesson11_visit,lesson11_progress,lesson12_visit,lesson12_progress,lessonWebinar13_visit,lessonTest14_score
298,80,1,0,76,1,74,1,86,1,76,1,92,84,1,1,91,0,74,1,77,1,89
232,73,1,1,79,0,89,0,71,1,93,1,94,85,0,1,85,1,78,1,89,1,81
286,69,0,0,38,0,55,0,30,1,68,1,33,53,0,1,34,1,69,1,32,0,61
234,8,0,0,13,1,25,1,18,1,6,1,7,2,1,0,4,1,16,0,3,0,11
233,57,0,1,50,0,65,0,46,1,64,0,36,56,1,0,53,0,41,0,49,0,35
250,82,1,1,91,0,83,0,79,0,85,1,74,96,1,1,96,1,78,0,86,0,73
236,7,0,0,28,1,4,0,17,0,4,0,16,10,0,0,2,0,3,0,27,1,18
297,19,1,0,4,0,9,0,4,1,4,0,15,18,0,0,2,0,11,0,14,0,23
239,71,1,1,91,1,89,1,73,0,86,1,96,71,1,0,71,1,73,1,89,0,86
300,9,0,0,3,0,5,1,7,1,8,1,16,25,0,0,17,0,15,0,12,1,21
280,81,0,1,72,1,73,0,76,1,94,0,88,98,1,0,99,1,88,1,88,0,99
261,70,1,1,85,0,76,0,97,1,89,1,73,89,1,1,81,0,89,0,88,0,81
283,20,1,0,20,0,7,1,26,0,0,0,14,24,0,1,9,0,14,1,24,0,10
247,31,1,0,45,1,50,0,51,1,42,0,44,32,0,0,44,0,41,0,66,0,60
293,14,1,0,17,0,12,1,18,0,28,0,15,26,1,0,17,0,7,0,18,0,11
291,69,0,1,49,0,43,0,41,1,60,1,36,45,0,1,56,1,51,0,32,0,56
242,46,0,1,34,0,64,0,61,1,61,1,48,57,1,0,53,1,44,0,49,1,46
264,78,1,1,87,1,70,0,75,0,96,0,81,92,0,1,86,1,77,1,89,0,71
243,96,0,0,96,0,79,1,71,1,76,0,93,70,1,1,76,1,94,1,91,1,85
287,26,0,0,10,1,10,1,7,1,28,0,27,6,0,0,15,0,2,0,9,1,17
279,10,0,0,3,0,22,0,13,1,5,0,20,1,1,0,19,0,17,1,7,0,15
269,82,1,1,70,1,73,0,99,1,98,0,99,88,1,1,97,1,86,1,98,1,73
281,34,1,1,43,0,38,1,55,1,62,0,51,67,1,1,31,0,47,1,48,0,46
278,14,0,0,3,0,9,0,10,0,23,0,25,18,0,0,29,0,24,0,13,0,29
288,98,1,1,81,1,81,1,70,1,86,0,81,91,1,1,79,1,71,1,82,1,91
