user_id,lessonTest1_score,lessonWebinar2_visit,lesson3_visit,lesson3_progress,lesson4_visit,lesson4_progress,lesson5_visit,lesson5_progress,lesson6_visit,lesson6_progress,lesson7_visit,lesson7_progress,lessonTest8_score,lessonWebinar9_visit,lesson10_visit,lesson10_progress,lesson11_visit,lesson11_progress,lesson12_visit,lesson12_progress,lessonWebinar13_visit,lessonTest14_score
148,14,1,0,18,0,6,0,24,1,24,1,20,19,0,1,22,0,2,0,23,0,0
150,0,0,0,20,0,11,0,5,0,12,0,22,11,1,1,27,0,4,0,13,0,27
152,5,0,0,14,0,15,0,17,1,15,0,13,3,1,0,28,1,23,1,16,0,6
153,8,0,1,24,0,4,1,9,0,7,0,4,27,1,0,26,0,7,1,10,1,18
160,1,0,0,17,1,8,0,0,0,12,0,18,13,0,0,15,0,17,1,20,0,21
166,21,1,1,17,0,23,1,24,0,20,0,13,16,0,1,3,0,21,1,19,1,20
170,15,1,0,7,0,12,0,23,1,19,1,21,12,0,1,24,0,22,0,18,1,9
172,12,1,1,27,0,19,0,14,0,24,1,26,28,1,1,24,1,6,0,0,0,13
175,2,0,0,20,1,6,1,0,0,11,0,13,1,1,0,16,1,4,0,4,0,12
177,7,0,0,9,0,25,0,22,1,8,0,3,20,0,1,12,0,25,0,23,0,22
180,7,1,1,10,0,24,0,12,0,4,1,9,25,1,1,24,0,20,0,25,0,25
182,0,1,1,22,0,5,0,1,1,9,0,11,15,0,0,28,1,27,1,22,0,29
186,10,0,1,11,1,29,0,10,0,24,1,6,23,0,0,3,0,13,0,17,1,19
187,25,0,1,7,0,7,1,24,1,6,1,12,21,0,0,10,0,28,1,6,0,6
189,19,0,0,19,1,25,0,27,1,27,0,19,20,1,0,25,1,24,1,25,0,9
192,25,0,0,21,1,23,0,18,0,19,0,5,23,0,1,19,1,10,0,7,0,1
195,17,1,0,10,0,28,0,14,0,27,0,25,2,0,1,28,0,10,0,26,1,11
200,15,0,1,4,1,21,0,29,0,6,0,25,13,0,0,5,0,11,0,18,0,24
201,4,0,0,15,0,22,0,0,1,5,0,23,0,0,0,18,0,9,1,1,1,7
209,23,1,0,6,0,12,0,14,0,3,0,8,28,0,1,26,1,23,0,28,1,6
210,21,0,0,28,1,25,1,21,0,13,0,8,9,1,0,4,0,4,0,24,0,28
211,13,0,1,12,0,4,0,6,1,28,1,16,5,1,1,5,0,19,0,20,0,23
213,13,0,1,26,1,3,0,10,0,14,0,22,26,0,0,28,1,22,0,5,0,29
217,22,1,0,22,0,28,0,19,0,0,1,14,24,0,1,28,0,20,0,4,0,18
223,17,0,0,3,1,19,0,20,1,23,1,14,16,0,1,22,0,22,0,10,0,11
